Country,Population,Region,Year,State,City,Urban_Population,Rural_Population,Growth_Rate,Literacy_Rate,Density_per_km2,Birth_Rate,Death_Rate
India,686024,West,2001,Karnataka,Pune,7185446,5115030,2.92,75.25,348,21.31,9.35
India,13227979,East,2015,Maharashtra,Pune,4794420,8758897,3.39,65.19,1082,12.25,12.2
India,2098149,West,2002,Tamil Nadu,Mumbai,5711722,6388107,0.52,62.58,705,13.93,7.2
India,4184667,East,2007,UP,Pune,556676,8303687,2.07,74.72,100,27.14,13.97
India,14834512,North,2005,Gujarat,Hyderabad,6095606,553594,1.86,88.32,852,22.67,11.54
India,3320518,South,2015,Gujarat,Kolkata,1482827,6207671,1.74,75.36,1125,24.9,13.58
India,19988879,East,2023,Tamil Nadu,Pune,765694,7774827,2.01,64.94,894,19.77,8.92
India,1958010,West,2015,Rajasthan,Bangalore,7578353,181002,1.71,77.1,573,23.78,5.4
India,4587079,North,2006,Gujarat,Pune,5147511,1447084,1.53,71.81,932,18.67,14.93
India,11137811,West,2012,Maharashtra,Chennai,5747957,3659783,0.84,77.57,143,12.59,12.62
India,19859779,Central,2012,Gujarat,Kolkata,3108164,1288140,2,73.69,1268,18.75,6.66
India,16078786,Central,2004,UP,Pune,9713934,2127267,2.96,82.68,1014,22.52,11.4
India,18313846,South,2024,Bihar,Kolkata,4200395,690809,0.81,88.13,958,15.06,14.46
India,7953232,Northeast,2019,Maharashtra,Delhi,4299360,5283936,2.72,91.03,1064,24.08,13.98
India,15274492,South,2021,Rajasthan,Mumbai,4881181,8903926,1.3,85.95,830,12.67,14.4
India,135591,North,2017,Rajasthan,Bangalore,2339217,6277086,1.64,72.43,205,14.63,6.1
India,17859889,Central,2014,Rajasthan,Chennai,6268965,7689609,3.46,75.7,170,24.51,13.54
India,14909873,East,2017,Gujarat,Bangalore,3528517,4563718,2.53,82.46,352,14.7,13.91
India,7947687,Central,2001,Karnataka,Hyderabad,3362556,3225355,2.66,67.69,496,22.58,6.81
India,15088798,Northeast,2009,Karnataka,Mumbai,5969752,7328756,2.31,84.56,1477,24.12,12.08
India,2096416,South,2022,Bihar,Hyderabad,5432554,1943419,1.47,82.74,1421,14.25,11.93
India,6121436,West,2012,Tamil Nadu,Pune,2024431,3951813,2.53,82.98,341,20.1,11.89
India,18838934,North,2017,Maharashtra,Hyderabad,7700581,338808,1.87,71.67,1454,28.84,10.73
India,3175384,Northeast,2014,Karnataka,Pune,973920,8275549,3,81.05,161,21.84,7.38
India,13117243,Central,2011,Rajasthan,Delhi,5892310,1120833,2.21,66.92,1198,10.74,6.08
India,14076686,East,2014,UP,Hyderabad,4707611,6369621,2.81,66.64,1155,13.91,7.46
India,10389938,Northeast,2012,Bihar,Chennai,3017538,8344308,3.05,86.9,303,26.4,14.14
India,5136870,East,2017,Tamil Nadu,Mumbai,4738871,3070772,2.96,73.28,908,19.56,7.26
India,6686206,East,2014,Rajasthan,Delhi,3022661,3071740,1.71,79.06,691,11.4,9.32
India,11376873,North,2024,Tamil Nadu,Kolkata,2024482,93671,1.61,70.25,1115,17.18,9.41
India,12565072,East,2022,UP,Bangalore,2569948,5399793,3.11,68.25,153,24.29,14.24
India,11160111,East,2010,Gujarat,Hyderabad,8480455,7344596,0.93,87.3,1379,24.88,6.15
India,4929177,Central,2018,UP,Bangalore,5903957,6408095,1.34,87.8,80,21.76,9.79
India,10296208,North,2002,Gujarat,Delhi,2094939,4013027,0.86,89.27,899,25.03,13.09
India,19298708,West,2006,Bihar,Bangalore,2681077,6892818,0.63,89.91,993,18.48,5.62
India,1908626,West,2020,UP,Chennai,658381,6205066,2.35,74.4,544,19.53,12.46
India,5344512,East,2013,Karnataka,Delhi,8386262,9555492,3.2,88.31,1153,18.6,5.94
India,2555777,Northeast,2013,Tamil Nadu,Mumbai,3193635,7524008,0.89,72.11,74,15.85,9.52
India,7399561,South,2021,Rajasthan,Mumbai,6042357,3835589,2.89,61.84,1046,23,6.58
India,16687236,North,2012,Rajasthan,Kolkata,9313670,3212455,1.64,84.13,1108,23.26,8.9
India,5862085,South,2011,Gujarat,Mumbai,1440783,5010591,2.35,66.96,160,27.29,5.37
India,6547809,North,2023,UP,Mumbai,4369476,6106432,2.79,75.8,1402,16.38,13.42
India,7086687,North,2008,Maharashtra,Delhi,9209067,9468886,2.63,65.74,222,22.84,6.34
India,18468305,Central,2000,UP,Delhi,1950120,2533275,0.91,73.7,584,16.85,6.87
India,9523103,East,2018,Rajasthan,Pune,3227057,6032031,0.85,90.97,140,28.1,9.58
India,1802362,Central,2010,Gujarat,Delhi,4126186,9613028,3.27,81.46,833,16.49,5.19
India,16836229,Northeast,2022,Tamil Nadu,Hyderabad,3241789,2227313,0.74,65.18,53,25.76,14.21
India,5725209,South,2021,Karnataka,Pune,3918643,961859,1.16,85.39,1424,26.67,9.14
India,11194694,South,2022,Rajasthan,Delhi,5527315,4376247,1.82,89.67,544,17.19,10.3
India,18629168,West,2023,Rajasthan,Delhi,6165784,3563740,2.96,65.82,675,14.25,13.69
India,19480884,Northeast,2021,UP,Kolkata,2284984,9654514,2.31,86.04,870,11.47,10.76
India,5540248,Northeast,2018,Karnataka,Delhi,1417168,6370875,2.21,79.22,447,28.21,5.8
India,7698273,Central,2017,Maharashtra,Mumbai,8514314,6629979,2.58,81.15,1184,23.08,13.03
India,2333997,Central,2011,Gujarat,Chennai,5194041,6532733,2.91,92.87,427,26.4,14.16
India,10943799,Northeast,2022,Tamil Nadu,Mumbai,935884,8092166,1.2,61.28,692,22.37,13.08
India,17506086,Central,2000,Bihar,Pune,7133435,622952,0.56,82.36,347,13.19,6.9
India,2276954,West,2018,Rajasthan,Kolkata,1018149,3650630,0.88,62.85,1055,16.07,9.81
India,12409101,Central,2019,Rajasthan,Chennai,6757439,8838700,1,87.64,1268,16.75,7.99
India,6608035,Central,2016,Tamil Nadu,Kolkata,5985772,7781089,0.62,91.36,1256,18.61,10.98
India,8496563,Northeast,2004,Gujarat,Chennai,1897264,5150793,2.74,63.03,243,11.05,13.37
India,12954563,Northeast,2002,Bihar,Kolkata,4278612,8793540,3.15,60.9,614,23.4,9
India,12683945,Central,2001,Bihar,Chennai,2078477,5821144,2.63,93.45,459,15.41,10.92
India,7377511,Central,2002,Tamil Nadu,Kolkata,7153149,1840706,1.07,92.43,68,19.6,5.1
India,12443740,Northeast,2007,Gujarat,Pune,165869,7350340,2.32,92.33,422,11.19,8.51
India,14379569,South,2015,Bihar,Pune,2690701,2083434,2.06,92.89,1106,23.94,11.21
India,12831212,East,2005,Gujarat,Mumbai,7114342,5050137,2.96,77.5,160,20.96,14.91
India,18284531,South,2012,Karnataka,Hyderabad,629935,2838001,3.33,94.19,915,28.1,7.78
India,10910530,Central,2022,Maharashtra,Kolkata,1593581,896481,2.73,91.23,353,13.94,6.75
India,19097645,North,2021,UP,Bangalore,6398852,7408879,2.04,63.42,1382,29.15,13.96
India,17744845,North,2021,Gujarat,Hyderabad,1980358,7677110,2.03,88.44,482,28.12,10.63
India,19777535,West,2015,Gujarat,Mumbai,7514301,7932248,2.92,84.94,624,15.91,14.96
India,8805148,South,2015,Bihar,Chennai,463086,6790097,0.87,64.69,1215,27.96,7.54
India,18940743,Northeast,2002,Rajasthan,Bangalore,191576,2866044,0.96,85.83,206,15.84,6.96
India,16960999,West,2012,Gujarat,Hyderabad,4631639,8150205,1.53,76.97,1452,16.72,8.56
India,17098542,West,2013,Gujarat,Kolkata,379078,62332,2.74,89.88,978,28.18,10.78
India,14571726,North,2007,Rajasthan,Pune,8466377,6445835,0.7,88.66,1011,25.75,5.76
India,8558878,South,2011,Bihar,Kolkata,8948785,6888778,1.53,92.98,634,18.82,8.89
India,2805077,East,2022,Tamil Nadu,Pune,7416426,329621,1.46,62.63,524,12.27,5.66
India,17964701,Northeast,2022,Gujarat,Delhi,7067555,6486528,1.96,84.86,1195,19.27,11.58
India,1545734,South,2021,Rajasthan,Pune,8558882,5598591,1.89,73.2,236,26.88,8.44
India,13883120,West,2020,Rajasthan,Hyderabad,5913581,7084350,2.64,87.16,1302,21.84,14.71
India,345943,Central,2007,Karnataka,Mumbai,6170451,9720859,2.38,81.09,1204,10.97,6.03
India,19384361,West,2020,UP,Bangalore,6286434,4710076,3.21,77.35,966,18.17,13.94
India,84510,South,2024,Gujarat,Delhi,1493658,5095814,1.04,60.15,863,24,5.26
India,18373021,North,2008,Bihar,Kolkata,4618046,819963,1.8,81.25,1071,27.63,11.55
India,12720831,South,2000,Karnataka,Pune,2437784,3238539,1.7,74.71,1497,29.54,14.48
India,13794531,East,2005,UP,Pune,1695038,642076,0.84,71.64,761,26.73,12.07
India,10957951,Northeast,2022,Tamil Nadu,Kolkata,6458840,2399477,0.99,94.61,631,27.43,5.31
India,12948298,Northeast,2018,Gujarat,Bangalore,9017963,6612659,1.51,84.51,106,14.3,11.57
India,10511152,Central,2022,Bihar,Bangalore,6869417,1546479,2.7,78.9,695,27.2,7.89
India,4724569,Central,2010,Tamil Nadu,Kolkata,7324081,9115224,0.95,90.41,424,28.53,12.3
India,8246403,West,2010,Gujarat,Hyderabad,9730443,5877350,1.3,67.95,1199,22.68,9.52
India,8297729,South,2022,Tamil Nadu,Pune,8187730,343843,2.53,81.7,1403,19.75,11.18
India,7132785,Northeast,2012,Bihar,Chennai,654514,2163589,2.29,90.13,613,26.23,5.24
India,181235,North,2010,Karnataka,Pune,7300487,2599489,0.81,64.33,672,22.34,7.8
India,6656140,East,2017,Karnataka,Hyderabad,5361066,824323,3.33,68.26,1111,26.55,8.02
India,19400499,West,2022,Tamil Nadu,Delhi,4288548,9112881,0.94,62.89,416,19.03,9.48
India,4488671,South,2014,Tamil Nadu,Mumbai,9473668,7218048,0.68,94.74,234,13.57,13.81
India,17643678,North,2000,Gujarat,Pune,6579660,8509664,1.41,80.33,1040,28.35,8.69
India,14595990,South,2020,Rajasthan,Hyderabad,7919235,7509391,0.58,77.13,1379,29.37,12.04
India,14759934,North,2024,Maharashtra,Chennai,1447628,7446189,0.59,71.85,345,29.45,8.57
India,1521274,South,2006,UP,Chennai,7668687,838954,2.24,75.73,1019,29.11,7.01
India,4144290,South,2022,Gujarat,Hyderabad,6374027,4519064,3.18,87.15,89,19.87,9.63
India,2466551,Northeast,2012,Tamil Nadu,Delhi,3045677,9094099,1.71,92.09,868,22.58,7.44
India,17706055,West,2011,Tamil Nadu,Chennai,8025492,3954461,1.41,63.67,1293,27.61,5.53
India,6799602,South,2017,UP,Chennai,6311483,9764699,3.24,70.49,651,10.47,7.14
India,16563329,South,2023,Bihar,Pune,613160,1930057,0.68,66.62,1093,13.25,5.83
India,3091035,West,2018,Rajasthan,Pune,1203781,9577647,1.92,75.24,1075,13.3,5.47
India,6188708,West,2014,Karnataka,Kolkata,31416,8609050,1.26,78.57,1032,14.41,12.39
India,5284514,Central,2007,Bihar,Delhi,5166951,1989764,1.65,85.24,301,18.11,11.95
India,4546874,Central,2018,Rajasthan,Delhi,2248271,1750601,1.73,90.65,1480,19.27,6.53
India,14424511,Northeast,2009,UP,Delhi,3374241,8618623,2.14,78.97,1242,17.82,5.41
India,1791951,West,2006,UP,Kolkata,1535525,4340222,1.86,77.11,234,27.58,5.24
India,5375870,East,2017,Maharashtra,Delhi,8735324,2872297,3.46,80.15,454,15.16,12.31
India,8181064,Northeast,2015,Gujarat,Hyderabad,2839410,4001085,0.58,91.09,88,24.78,9.23
India,730050,North,2019,Gujarat,Hyderabad,9313068,8586961,2.77,82.7,715,29.5,9.3
India,17123122,West,2005,Gujarat,Bangalore,5771600,4708625,0.65,87.56,144,23.12,5.64
India,7771182,Central,2008,Rajasthan,Kolkata,2718996,4282700,1.79,85.18,356,10.89,13.01
India,4937163,South,2020,Gujarat,Bangalore,9719335,6744894,1.11,92.32,632,12.28,7.92
India,3290868,West,2012,Maharashtra,Kolkata,3807463,4964429,3.34,88.59,1061,26.78,9.2
India,14672815,West,2024,Karnataka,Bangalore,8376168,4691925,2.67,71.94,107,17.22,9.42
India,19794874,Central,2020,Gujarat,Chennai,671663,881408,1.89,89.9,72,18.08,13.82
India,11601351,Central,2007,Tamil Nadu,Delhi,2280696,8538409,3.36,76.36,1371,27.7,13.33
India,1995188,East,2015,UP,Hyderabad,5724098,1717010,2.66,89.65,347,24.11,8.29
India,10197741,Northeast,2012,Maharashtra,Hyderabad,735741,2464438,3.36,91.7,909,24.24,5.74
India,7405884,Central,2012,Bihar,Delhi,8590026,5830694,2.61,83.98,985,23.46,10.57
India,629649,Central,2016,Gujarat,Bangalore,2952836,8019801,0.73,85.16,1484,22.66,7.74
India,16152578,Central,2022,Maharashtra,Pune,5330877,5820795,2.35,64.94,145,25.1,8.09
India,4920922,Northeast,2019,Bihar,Kolkata,8470076,2072254,3.44,71.33,197,24.01,13.82
India,6314250,South,2004,Maharashtra,Chennai,9219256,1758906,1.14,79.52,751,11.9,12.36
India,1009012,West,2021,Bihar,Hyderabad,8985697,952764,2.88,60.12,830,14.41,8.9
India,18861080,West,2020,Maharashtra,Mumbai,7709851,5992361,1.05,89.65,1243,12.18,11.47
India,835334,Central,2016,Maharashtra,Chennai,5877796,1727079,1.86,72.93,432,26.16,6.91
India,18803191,Northeast,2008,Rajasthan,Chennai,3179088,6368426,0.75,85.32,604,21.91,11.67
India,5495894,East,2001,Gujarat,Bangalore,2410041,4116857,1.52,86.93,610,29.3,5.63
India,15288276,Central,2024,Karnataka,Delhi,5709213,6673489,2.83,79.18,1420,24.36,11.57
India,3046206,Northeast,2017,Tamil Nadu,Kolkata,8111921,6842465,0.64,87.66,1319,19.91,13.87
India,18922105,Northeast,2008,UP,Kolkata,4406000,1618398,1.46,83.88,89,28.65,10.81
India,6055079,East,2005,Tamil Nadu,Mumbai,5548600,1902865,2.39,72.59,941,29.32,8.4
India,13490175,Northeast,2010,Karnataka,Bangalore,3477668,9901234,3.35,88.57,557,22.55,10.58
India,2552632,West,2024,Rajasthan,Delhi,7829204,365329,1.24,82.26,909,22.52,8.31
India,12923094,East,2005,Gujarat,Kolkata,3368725,4227731,1.02,65.61,181,21.6,7.92
India,8674138,East,2005,Bihar,Mumbai,1513754,4996911,1.11,87.05,141,11.69,5.05
India,19195648,North,2012,Rajasthan,Pune,8478680,1422859,1.21,83.67,797,25.3,7.52
India,5401426,East,2010,Tamil Nadu,Pune,6269073,846038,2.41,69.96,270,27.53,13.94
India,8990327,East,2013,UP,Hyderabad,2379050,7378155,3.5,89.47,1469,21.15,6.79
India,3238018,South,2001,Gujarat,Mumbai,6451684,6323521,2.07,73.09,930,13.87,11.33
India,17812259,West,2007,UP,Bangalore,193669,5396638,1.31,79.35,1351,26.25,11.14
India,1981823,Central,2002,Bihar,Mumbai,8768006,8720835,2.74,72.01,117,27.9,7.26
India,6471830,North,2022,Rajasthan,Mumbai,9771266,2516582,0.97,85.35,138,26.12,12.72
India,11627083,East,2020,Rajasthan,Mumbai,7575832,7872628,0.59,80.34,1443,14.23,9.39
India,16644835,South,2002,UP,Hyderabad,4469560,2222249,2.32,76.46,1294,14.34,12.97
India,17551784,South,2000,Karnataka,Pune,970483,5238580,1.13,60.71,120,19.16,5.12
India,14016626,Northeast,2023,Tamil Nadu,Pune,5605955,6474384,1.7,81.25,441,13.15,6.49
India,17497463,Central,2018,UP,Delhi,5752900,9789935,1.19,81.78,579,23.75,8.76
India,1617692,Central,2017,Tamil Nadu,Mumbai,5155723,751710,3.25,66.34,651,24.16,9.75
India,1561718,West,2016,Maharashtra,Kolkata,8784506,6602360,1.51,71.63,109,29.73,10.46
India,609168,Northeast,2019,Tamil Nadu,Chennai,5899391,5602718,1.85,90.76,506,17.57,12.89
India,1289613,East,2023,Bihar,Kolkata,3772195,8566422,1.2,79.22,494,24.51,14.03
India,2520352,South,2012,Karnataka,Bangalore,8312058,3582289,0.75,75.23,789,19.93,8.17
India,399829,North,2002,Gujarat,Chennai,63357,3654311,2.04,92.76,592,13.25,13.87
India,18743099,West,2000,UP,Kolkata,1392866,2488253,3.11,88.42,1186,28.24,7.66
India,18598042,East,2003,Gujarat,Delhi,645509,4910590,1.56,63.41,567,11.2,5.72
India,12046842,Northeast,2024,Karnataka,Bangalore,6435936,7623910,2.84,90.06,789,10.84,10.8
India,6226977,Central,2012,Tamil Nadu,Delhi,1070850,1799741,0.6,65.24,512,15.3,11.66
India,14195624,Northeast,2016,UP,Kolkata,1862743,1310257,1.21,66.12,195,29.99,7.95
India,2662902,East,2010,Karnataka,Bangalore,9181846,2553398,0.89,62.64,1383,10.42,6.7
India,6167403,Northeast,2001,Bihar,Pune,4033009,6351639,1.71,76.85,1241,18.46,5.97
India,1655869,Central,2024,Maharashtra,Pune,688909,2200456,3.18,82.56,996,20.37,9.41
India,1336479,East,2015,Rajasthan,Chennai,2279734,9514045,1.62,86.38,251,16.29,9.09
India,3980174,North,2001,Maharashtra,Chennai,6902810,6351335,2.31,60.94,531,24.11,7.85
India,12739291,West,2018,Bihar,Kolkata,5027360,7640681,3.19,66.23,55,17.46,7.21
India,2984312,Northeast,2022,Gujarat,Hyderabad,3649786,2412646,1.58,81.74,1121,23.23,5.39
India,4908355,Central,2018,Maharashtra,Kolkata,8659191,2227654,1.6,78.4,661,16.88,11.89
India,2156908,North,2024,Bihar,Kolkata,3904171,442160,0.76,61.8,1477,13,8.91
India,15842719,South,2015,Tamil Nadu,Kolkata,1402284,8743817,1.55,92.74,1006,21.25,7.16
India,14271300,North,2021,Gujarat,Delhi,5783438,1144318,2.74,86.55,1160,21.05,10.16
India,14135170,North,2018,Gujarat,Chennai,8519823,5485934,3.03,72.56,904,15.27,13.81
India,15884201,North,2008,Rajasthan,Bangalore,3872260,9685676,2.67,78.77,678,17.23,7.32
India,2163685,Central,2000,Bihar,Mumbai,4345217,6827277,0.52,73.1,1365,18.7,11.13
India,8536025,South,2009,Maharashtra,Kolkata,9235493,8963600,0.85,75.94,415,21.25,14.18
India,9842646,West,2018,Rajasthan,Mumbai,1944372,9492727,2.69,80.87,1374,22.85,8.81
India,2869672,North,2000,Rajasthan,Mumbai,2692532,8568852,3.33,73.95,1415,12.48,14.49
India,398492,Central,2001,Tamil Nadu,Hyderabad,991052,3277411,2.59,81.73,392,12.91,5.13
India,3006649,Central,2015,Gujarat,Kolkata,5888971,7392603,1.18,76.28,1115,17.33,6.19
India,2073001,West,2011,Bihar,Chennai,9777882,2706418,0.82,83,890,18.32,10.33
India,15268006,East,2007,Bihar,Delhi,8462013,2283469,3.13,69.18,334,16.64,9.99
India,16173964,South,2022,Rajasthan,Delhi,1305769,5219900,0.8,65.99,1094,22.93,14.83
India,4575931,South,2017,Gujarat,Kolkata,2155945,2954115,0.95,60.48,1303,29.27,6.43
India,16310827,Northeast,2001,Gujarat,Kolkata,1895352,8673857,2.29,81.07,470,22.1,14.91
India,4388748,North,2024,Tamil Nadu,Hyderabad,9090674,7032161,1.07,94.33,1238,13.48,13.52
India,4675202,East,2012,Gujarat,Bangalore,9035309,832892,1.18,74.71,1268,16.56,7.23
India,10103196,South,2005,UP,Pune,5298915,7990132,0.93,67.44,1362,20.9,8.68
India,15807935,Northeast,2020,Maharashtra,Kolkata,403904,8170728,3.33,60.46,353,16.27,6.2
India,10995089,North,2005,Gujarat,Chennai,8254195,8433633,0.87,77.95,1048,19.24,14.09
India,8488182,East,2008,UP,Chennai,1056918,9962419,3.29,94.74,1153,21.57,8.86
India,15974646,Central,2015,Tamil Nadu,Bangalore,8780026,8395285,1.48,94.43,1093,24.12,5.39
India,14944285,North,2010,Tamil Nadu,Bangalore,4045180,9375062,2.96,63.55,123,14.7,10.78
India,16519096,East,2006,Karnataka,Chennai,5545850,2711407,3.35,88.57,1316,19.4,7.58
India,8578625,West,2009,Karnataka,Chennai,5281223,6220996,2.06,66.07,1438,18.16,8.84
India,3278335,South,2009,Tamil Nadu,Mumbai,7844938,4493224,2.81,88.33,57,11.92,9.7
India,13207074,North,2024,Karnataka,Kolkata,4922514,1472580,1.3,89.87,1176,22.04,5.76
India,19822958,Northeast,2019,Bihar,Kolkata,8777597,6400782,1.65,60.27,905,25.59,9.89
India,4374842,Central,2017,UP,Kolkata,1123403,7166745,2.16,68.3,1394,27,7.89
India,18861544,Northeast,2023,Tamil Nadu,Delhi,5958899,2338008,3.05,61.98,450,11.47,12.12
India,9699649,North,2019,Bihar,Mumbai,5117244,3985174,2.36,77.46,1470,21.29,7.56
India,15164674,South,2008,Maharashtra,Mumbai,1640705,8707580,0.57,60.94,1306,29.74,14.44
India,11040348,South,2014,Maharashtra,Delhi,2557784,3528958,1.41,81.91,976,25.1,12.42
India,1998031,East,2003,Karnataka,Hyderabad,9531787,3846809,3.09,79.54,384,21.8,6.2
India,12994893,Northeast,2007,Karnataka,Pune,2995237,3211426,1.22,73.28,96,10.6,6.4
India,1695493,Northeast,2008,Bihar,Hyderabad,5448890,6116682,1.6,76.16,559,11.25,8.59
India,7403188,Central,2012,Maharashtra,Hyderabad,1738527,2597532,1.67,94.65,1109,11.06,5.27
India,4693138,East,2008,Gujarat,Hyderabad,8305817,3902345,0.96,65.87,913,25.88,5.49
India,14780063,Central,2003,Tamil Nadu,Bangalore,9993202,3414595,1.55,85.59,1328,20.87,12.19
India,19331369,North,2016,Gujarat,Mumbai,6844755,9313931,2.95,82.59,1029,16.12,8.27
India,19103799,North,2015,UP,Bangalore,9887077,2278380,3.05,83.23,842,27.51,7.04
India,8922631,Northeast,2014,Rajasthan,Kolkata,2180121,7237170,2.24,72.1,1126,26.23,8.68
India,17780834,East,2002,Karnataka,Bangalore,8216502,3689690,2.54,67.58,1159,25.56,14.83
India,14537469,West,2024,Bihar,Delhi,7607920,8559023,2.1,82.78,244,25.48,14.02
India,13869790,South,2019,Gujarat,Hyderabad,3045543,3708541,0.63,91.95,933,13.83,7.55
India,16860015,East,2004,Karnataka,Chennai,6059989,8089247,2.59,94.16,1102,27.51,5.76
India,14558208,East,2022,Bihar,Hyderabad,6177854,9107290,3.49,76.83,629,13.94,8.28
India,19227157,North,2004,Maharashtra,Mumbai,1495985,2043413,1.18,74.9,871,27.26,5.09
India,10985958,South,2019,Karnataka,Bangalore,2737102,339279,3.45,72.21,217,27.83,7.22
India,4584062,East,2014,Rajasthan,Mumbai,267889,6469132,3.49,88.35,1478,24.25,11.25
India,3329115,North,2017,Gujarat,Bangalore,7115768,1419165,0.92,68.94,400,24.18,5.9
India,18886052,North,2014,Bihar,Bangalore,7799613,4597026,3.28,77.96,194,15.21,6.72
India,2159572,Northeast,2001,Bihar,Bangalore,3914301,7747001,2.53,72.08,1446,16.26,9.31
India,9246435,Northeast,2012,Gujarat,Chennai,6556035,8361339,1.9,90.65,907,21.45,12.15
India,16030625,East,2003,Rajasthan,Kolkata,6950735,9894906,1.53,69.89,394,21.45,10.27
India,18971340,East,2009,Karnataka,Hyderabad,2105542,5909265,2.39,84.03,565,16.79,12.33
India,1179429,North,2012,UP,Bangalore,1577391,3242679,3.03,80.61,109,27.93,5.93
India,19568791,Northeast,2009,Tamil Nadu,Delhi,2744837,4033474,0.6,71.49,408,12.62,6.61
India,5053590,East,2008,Rajasthan,Pune,7764412,5518483,2.11,68.92,813,17.79,13.9
India,3317101,South,2007,Maharashtra,Pune,9115881,5986334,2.45,88.13,1495,15.17,14.6
India,4577228,North,2002,Gujarat,Bangalore,348751,690167,0.58,77.87,1011,28.58,13.21
India,3619873,North,2015,Rajasthan,Hyderabad,3910838,8884504,3.17,81.4,613,12.86,12.2
India,4612906,East,2013,Gujarat,Hyderabad,2825873,2748637,3.36,93.67,500,19.42,5.52
India,16622175,East,2008,Karnataka,Kolkata,5908454,1704958,2.34,73.93,718,10.84,14.99
India,19434020,East,2020,Karnataka,Kolkata,2753948,3893271,0.85,88.5,973,25.57,7.11
India,1424340,South,2010,UP,Chennai,8847701,1464095,3.3,82.36,652,23.22,9.12
India,4066284,North,2002,Maharashtra,Bangalore,8733157,9488195,2.92,80.77,824,26.85,11.29
India,1985204,West,2004,Karnataka,Delhi,2950858,2456380,0.59,61.91,1478,15.86,10.43
India,19328205,South,2009,UP,Chennai,6300252,7439020,2.24,91.93,343,21.06,14.91
India,16944997,South,2012,Gujarat,Chennai,6023217,3590567,0.84,68,255,29.17,10.93
India,4769565,Northeast,2003,Tamil Nadu,Bangalore,1399243,2241344,0.92,76.56,165,15.05,7.22
India,5089522,North,2023,Bihar,Bangalore,1047669,1218771,1.08,86.32,93,28.08,10.63
India,11689255,West,2012,Tamil Nadu,Chennai,4236888,4308612,1.69,78.28,1288,28.95,8.25
India,3232825,North,2011,Tamil Nadu,Chennai,9777454,5831436,3.13,60.15,660,17.56,11.65
India,12405013,South,2004,Tamil Nadu,Chennai,8872281,380272,0.59,93.22,1295,16.63,5.39
India,17376850,East,2009,Tamil Nadu,Mumbai,9100449,2948033,2.57,60.72,654,15.66,7.76
India,2777073,North,2023,Bihar,Chennai,674349,5353196,3.39,63.15,506,26.85,10.48
India,3286145,North,2008,Gujarat,Hyderabad,7119924,3804618,2.42,67.84,1054,23.67,12.77
India,2589521,East,2019,Maharashtra,Pune,7199809,6109678,2.95,80.96,1142,14.19,13.33
India,19932254,West,2006,Maharashtra,Delhi,6822254,780680,3.21,93.99,831,27.1,14.14
India,18739166,West,2001,Gujarat,Delhi,4829958,6581557,2.64,92.29,832,13.83,8.78
India,19815947,North,2021,UP,Pune,5300267,7863580,2.48,82.8,1472,19.8,10.87
India,8267439,East,2023,UP,Bangalore,1783078,2404598,0.55,85.96,1199,12.29,10.86
India,10321679,Northeast,2022,Karnataka,Kolkata,5071460,4681447,2.06,84.92,1197,22.97,13.99
India,19767855,North,2006,Tamil Nadu,Chennai,1262222,933920,1.91,84.04,212,23.2,13.46
India,5750462,East,2007,Tamil Nadu,Delhi,4252038,436936,2.07,88.43,60,17.25,9.25
India,1761638,South,2006,Bihar,Delhi,5096891,823249,1.8,71.9,782,12.08,10.95
India,13242034,Northeast,2020,Tamil Nadu,Hyderabad,8037217,1443868,3.22,67.74,1443,20.92,14.16
India,9377652,East,2022,Bihar,Hyderabad,2853202,3228656,3.17,72.17,1478,28.41,15
India,3785268,North,2013,Karnataka,Mumbai,5124328,9010480,0.88,61.7,94,25.82,12.39
India,16071784,Central,2018,Rajasthan,Pune,9498817,103207,2.1,93.85,1312,21.48,5.69
India,839031,West,2004,UP,Mumbai,7004188,1851490,3.38,85.88,841,11.5,13.92
India,12335741,North,2022,UP,Delhi,561614,8052341,2.3,67.47,593,23.12,9.78
India,16796683,East,2024,Karnataka,Bangalore,5365655,6381409,2.91,68.95,1144,16.88,8.51
India,17567295,Northeast,2017,Karnataka,Delhi,5856447,1173040,1.62,94.74,1302,24.76,7.9
India,4955829,Northeast,2019,Gujarat,Bangalore,9004715,4372672,1.63,86.88,400,10.81,13.04
India,1288503,East,2011,Tamil Nadu,Kolkata,2940188,2881532,1.48,74.9,176,19.64,13.98
India,9722033,West,2022,UP,Delhi,8509340,3806460,0.57,67.23,296,17.13,11.86
India,6865762,North,2016,Maharashtra,Hyderabad,7178162,9200523,3.27,61.41,1180,10.29,5.6
India,383060,Northeast,2012,Karnataka,Chennai,7207758,7277336,1.55,83.43,483,19.41,14.87
India,2004201,Northeast,2001,UP,Delhi,4092613,5540837,1.6,87.3,1315,13.04,10.58
India,11118818,Central,2024,UP,Mumbai,1210153,5894611,2.78,63.77,745,10.44,13.27
India,9724031,South,2012,Bihar,Kolkata,3621762,2724128,2.08,60.08,314,22.3,12.21
India,7165375,Central,2006,Rajasthan,Kolkata,3660872,2169199,1.59,72.51,155,29.74,8.35
India,6837839,South,2009,UP,Bangalore,1061636,8685906,3.15,83.36,1377,23.55,14.18
India,11121505,Northeast,2022,Karnataka,Bangalore,355071,1773482,2.98,92.33,779,27.64,8.05
